date,BTC,ETH,USDe,USDC
2025-05-03,0.0004357520238440693,0.0011014727376067854,9.623932506200058e-08,8.612451295142076e-06
2025-05-04,0.00043003065982382316,0.0010959780149261567,9.963617456873122e-08,8.617946231752844e-06
2025-05-05,0.0004418353020449819,0.001140561709594127,9.43733154921856e-08,8.61026970525572e-06
2025-05-06,0.0004240508401925139,0.001112023406744946,9.09518711024049e-08,8.602038212481277e-06
2025-05-07,0.0004147537821290072,0.0010968151443671518,8.684688538727963e-08,8.619313636214285e-06
2025-05-08,0.0003990027888348068,0.0010886062700829445,8.613816167270548e-08,8.604691362292857e-06
2025-05-09,0.0004461846924217139,0.0032840005806086658,1.2777332742942449e-07,8.612642982428476e-06
2025-05-10,0.0004285154356632745,0.0023862508771899703,1.2342353591740488e-07,8.614833432857004e-06
2025-05-11,0.000415902717946072,0.002253828685156436,1.1583486516560822e-07,8.613014269850262e-06
2025-05-12,0.0004034542064699997,0.0018906296612061348,1.0895352826769798e-07,8.605788095650225e-06
2025-05-13,0.0004051246807954423,0.0014895440129471162,1.3565070330753213e-07,8.619135219920906e-06
2025-05-14,0.00039280853489404217,0.00157016001223295,1.4127924113551485e-07,8.610172372726172e-06
2025-05-15,0.00038281593062214846,0.0015219818654251347,1.3438417446415771e-07,8.6006719456761e-06
2025-05-16,0.00036971526252466575,0.0014690514829076196,1.263223159872001e-07,8.601482032443411e-06
2025-05-17,0.00035836376732130995,0.0012767735760323784,1.287865927327937e-07,8.613186134435146e-06
2025-05-18,0.0003482093821679867,0.0013424141021120433,1.2245948974436022e-07,8.61191256577751e-06
2025-05-19,0.00035334606985450894,0.0012148087711024345,1.1531983639124866e-07,8.611726444774517e-06
2025-05-20,0.000349395734812552,0.001155563067084147,1.1047034057889429e-07,8.612276738255226e-06
2025-05-21,0.000340994271640816,0.0011178097972404624,1.0517310712152893e-07,8.604054909297267e-06
2025-05-22,0.0003426818804584072,0.0011057860841980872,1.0141975701213752e-07,8.610533509854046e-06
2025-05-23,0.0003380410450607145,0.001197870495177661,1.0100956096264239e-07,8.568339104316752e-06
2025-05-24,0.0004959292479701921,0.0019497130408477844,9.818607058379086e-08,8.642004729819112e-06
2025-05-25,0.00047362840005342596,0.0015113874306525309,9.340315364827442e-08,8.623914692476259e-06
2025-05-26,0.0004549330477903057,0.0012979119939653875,8.97946377209841e-08,8.60405655900251e-06
2025-05-27,0.00043594012804119706,0.0011892547542511885,8.645396236291555e-08,8.605324092848075e-06
2025-05-28,0.0004201841458049405,0.001216241583800597,8.23835075766346e-08,8.60687758720363e-06
2025-05-29,0.0004167541904857129,0.0011504035268705456,8.05700201696589e-08,8.614105589492468e-06
2025-05-30,0.00044378479295450237,0.0012119834482598522,3.066948746704207e-07,8.591255142265469e-06
2025-05-31,0.00045142944320578744,0.0015991000686534662,3.1290164342366537e-07,8.622418123915562e-06
2025-06-01,0.00043310267673009263,0.0013371684872386506,3.3926549161573143e-07,8.61850429997563e-06
2025-06-02,0.00041718772199292315,0.0012077798135563776,3.1106989829243727e-07,8.602777662585498e-06
2025-06-03,0.0004012189573897251,0.0011869703776158668,2.8639546474931947e-07,8.623890661397855e-06
2025-06-04,0.0003885230074366011,0.0011397429229291884,2.6705059632778676e-07,8.593179442488589e-06
2025-06-05,0.00037969309821052924,0.0011114627330779407,2.4588189319272526e-07,8.614920483548574e-06
2025-06-06,0.00046460417972145416,0.00279344908255266,2.274761301379868e-07,8.636805807314888e-06
2025-06-07,0.00045650222297231955,0.0019658644537639625,2.1210306545935116e-07,8.59008163375108e-06
2025-06-08,0.00043931256951384545,0.0015419381126864239,1.963224313266295e-07,8.607696411780688e-06
2025-06-09,0.00042146226146019296,0.0013188036180693345,1.8671148944650234e-07,8.619132513205454e-06
2025-06-10,0.0004328352403049466,0.001444885280241707,1.760939641562467e-07,8.613469602352058e-06
2025-06-11,0.0004155135569638452,0.001392901720375985,1.664196671391273e-07,8.598292493048367e-06
2025-06-12,0.0004213572367633256,0.0012915278546916137,1.5490304389177372e-07,8.612361277629291e-06
2025-06-13,0.00047409414081995616,0.001763398286389623,1.5583139465255833e-07,8.601215703859449e-06
2025-06-14,0.0004533222897845006,0.001635904948465098,1.451396599758112e-07,8.608613254210872e-06
2025-06-15,0.00043797843680195913,0.0014461962350237345,1.362677581076803e-07,8.632039427931555e-06
2025-06-16,0.0004202077909993463,0.001263103314562541,1.3245822341849595e-07,8.597116999675706e-06
2025-06-17,0.00040607933950732297,0.0011716775833146295,1.2453675378077152e-07,8.622059489724687e-06
2025-06-18,0.0004362605296852122,0.0011632321576232198,1.284947276973958e-07,8.608899066017872e-06
2025-06-19,0.0004187324106983408,0.0011227591952897447,1.2720722075442317e-07,8.60240188155834e-06
2025-06-20,0.00040300176455788076,0.0011009247828084132,1.2271964017988245e-07,8.616299419797355e-06
2025-06-21,0.00040664015816554636,0.0017091405618171003,1.15914428187186e-07,8.6141982090457e-06
2025-06-22,0.00040264660614928354,0.0019836874446136337,1.0937990716073867e-07,8.590163262321525e-06
2025-06-23,0.0004043803539841828,0.0018187582824130274,1.0891943151576264e-07,8.625988540409964e-06
2025-06-24,0.00042104886226452685,0.0018410869448135785,1.096302069073421e-07,8.659607580023007e-06
2025-06-25,0.00040498509834350154,0.0014642484482525007,1.1181784745040075e-07,8.566571250131107e-06
2025-06-26,0.000392364160812524,0.0013082533434569065,1.1753891788069475e-07,8.56238687595806e-06
2025-06-27,0.00037997635892696256,0.001193089619361501,1.2149006909065574e-07,8.641083950041172e-06
2025-06-28,0.00036707733022463713,0.0011364215756899975,1.210175093428872e-07,8.619339090969372e-06
2025-06-29,0.00035531120864338726,0.0011095011819768936,1.1356679696849976e-07,8.607344240432327e-06
2025-06-30,0.00034596469201072003,0.0011330646652420644,1.0742796203224166e-07,8.613555115244743e-06
2025-07-01,0.00035018090228407754,0.0011145027382778898,1.0235695799233523e-07,8.623890305477855e-06
2025-07-02,0.00035904298000646943,0.0014072850393344514,9.672443686281015e-08,8.596296008964875e-06
2025-07-03,0.00036173133397484486,0.0014944889249695105,9.180167854615194e-08,8.606507054943321e-06
2025-07-04,0.00035114878678382317,0.001288877718239906,8.735971831937427e-08,8.62306850409069e-06
2025-07-05,0.00036384430401268086,0.0014819617272434455,8.555549711670783e-08,8.617679729752108e-06
2025-07-06,0.0003523241477625734,0.0012798902253994852,8.370989955896879e-08,8.59939106057262e-06
2025-07-07,0.00034304605205965965,0.0012050641754497585,8.854390522229775e-08,8.616111637388876e-06
2025-07-08,0.00034108752804438405,0.001174772905199799,8.416698039905475e-08,8.605239628541514e-06
2025-07-09,0.000331978563275772,0.0011723835995181976,1.1716088184516679e-07,8.610626879940694e-06
2025-07-10,0.0003304818270544975,0.001315406444615795,1.1067060477009647e-07,8.632406638228318e-06
2025-07-11,0.00034861764986553466,0.0014323705536479123,1.0632022732021704e-07,8.581320279405078e-06
2025-07-12,0.00034103261839923894,0.0012545477937953087,1.0161717844009446e-07,8.57142540857182e-06
2025-07-13,0.00033145218804613637,0.0011726065047401755,1.0137366704194249e-07,8.657492089803901e-06
2025-07-14,0.00032578808438737294,0.0011319686008943273,9.905212558606987e-08,8.610659518851157e-06
2025-07-15,0.0003179899440620211,0.0011160280232567724,9.63252584701341e-08,8.599663511331715e-06
2025-07-16,0.0003422846221516789,0.0011946416126569419,9.42552512777678e-08,8.618854531888792e-06
2025-07-17,0.0003335522359437181,0.001425078422144872,9.104649478181374e-08,8.607709210751923e-06
2025-07-18,0.0003248491394982885,0.0013054636703461926,9.570627817738848e-08,8.619409626072677e-06
2025-07-19,0.0003290512490195054,0.0012162065879717408,1.0482093764171638e-07,8.603046470450437e-06
2025-07-20,0.00032044942662938497,0.00115720127888885,1.0884852728728242e-07,8.608069836287259e-06
2025-07-21,0.0003157433787010944,0.0012322623929886035,1.0805053089855556e-07,8.60194368049533e-06
2025-07-22,0.0003082255071891397,0.0011552515587811387,1.0559636125135794e-07,8.610717517375563e-06
2025-07-23,0.0003086869421567195,0.0011202911367681862,1.0505681790009019e-07,8.608984469380366e-06
2025-07-24,0.00031323424465689155,0.001398726349357347,1.0150309761749337e-07,8.613921446236133e-06
2025-07-25,0.0003071131622957569,0.0012643631210163383,9.654384859319614e-08,8.63158152471281e-06
2025-07-26,0.00030447515919631733,0.0011728162259269682,1.1324962476686772e-07,8.593922322950828e-06
2025-07-27,0.0002979846107338126,0.001126621015677158,1.083475455100964e-07,8.619679145895803e-06
2025-07-28,0.0002944547198849718,0.0011739067474017897,1.0285725827481565e-07,8.59080487544804e-06
2025-07-29,0.0003061573405666789,0.0012746152056312846,1.1033910587069265e-07,8.613910146453453e-06
2025-07-30,0.0002994282567502363,0.0011763743675347695,1.0557730813778988e-07,8.607885675951106e-06
2025-07-31,0.0002933474365584852,0.0011284324951813414,1.0469552715511948e-07,8.615572503377697e-06
2025-08-01,0.00032082869360196747,0.0013550332780259988,1.1059234493373355e-07,8.625718597045258e-06
2025-08-02,0.00036040425131005614,0.0021868305525023367,1.1139724064281488e-07,8.588076541167772e-06
2025-08-03,0.00035444816534184004,0.0018483948145766084,1.0753969994630166e-07,8.613357890302752e-06
2025-08-04,0.0003471833134643611,0.001514222229245905,1.0440383338653429e-07,8.611460427464494e-06
2025-08-05,0.0003378734888126693,0.0015104822989639112,9.853655134142874e-08,8.608162075547647e-06
2025-08-06,0.0003355534360711208,0.0015361602396959941,9.369738055300274e-08,8.615381833684491e-06
2025-08-07,0.0003272866936286873,0.0013287865629869565,8.951469251407712e-08,8.6143830812762e-06
2025-08-08,0.0003259502276663519,0.0014131218922042558,8.619818039474042e-08,8.604050479356378e-06
2025-08-09,0.00032270136397842054,0.0012787170672413175,9.947410434548192e-08,8.608157466911302e-06
2025-08-10,0.00031490475612114467,0.0013930832341015021,1.0257572846583811e-07,8.621788070937808e-06
2025-08-11,0.0003164565353005189,0.0012358965396142476,9.802990245971138e-08,8.60798895610885e-06
2025-08-12,0.00031142870108163186,0.0011675842297193117,9.878482034008989e-08,8.624714959997087e-06
2025-08-13,0.0003065444503913672,0.001511155077260381,9.685426744738127e-08,8.584234684924051e-06
2025-08-14,0.0003105871752297498,0.0013656564587350949,9.87155190940844e-08,8.616653555085512e-06
2025-08-15,0.00048080590270386267,0.0017964674374876712,1.0204843923280853e-07,8.609903765225431e-06
2025-08-16,0.0004665716727703096,0.0015990768170567808,9.6406507561231e-08,8.614009027745596e-06
2025-08-17,0.0004464060960342339,0.001339323316598856,9.14033062764787e-08,8.613471842177463e-06
2025-08-18,0.0004279465517399812,0.0012150510261850055,8.684285019171812e-08,8.609896354353699e-06
2025-08-19,0.00042225127813590423,0.0015299847347210094,8.296279095297091e-08,8.607981494437385e-06
2025-08-20,0.0004990227322537187,0.002240767147866408,1.4060652765197125e-07,8.636339238942447e-06
2025-08-21,0.0004786755590121681,0.001875740253479459,1.3514228454668717e-07,8.575937658232947e-06
2025-08-22,0.00048572524774917854,0.0016663599615301438,1.3208356483583452e-07,8.600283116266344e-06
2025-08-23,0.00048809966612408946,0.0023963890239956974,1.244339613480227e-07,8.620590148414837e-06
